Date,1st instar,2nd instar,3rd instar,4th instar ,5th instar,Pupae,Female moth,Male Moth,Dead female,Dead Male,# of Larvae Added,# of Egg Masses,# of Eggs ,Rep,Temp
1/1/2018,,,,1,3,13,1,4,1,,,,,2,22
1/3/2018,,,,2,2,6,3,8,,,,1,39,2,22
1/5/2018,,,,,,4,5,7,,1,,,,2,22
1/7/2018,,,,,,3,6,6,,1,,,,2,22
1/9/2018,,,,,,2,6,4,1,2,,,,2,22
1/11/2018,,,,,,2,4,2,2,2,,,,2,22
1/13/2018,108,,,,,1,1,2,4,,,,,2,22
1/15/2018,142,2,,,,1,2,,,2,,,,2,22
1/17/2018,96,33,,,,1,2,,,,,,,2,22
1/19/2018,33,44,8,,,1,2,,,,,,,2,22
1/21/2018,8,32,22,,,,,,1,,,,,2,22
1/23/2018,1,12,33,,,,,,,,,,,2,22
10/20/2016,,,,,,,,,,,20,,,3,22
10/22/2016,16,,,,,,,,,,20,,,3,22
10/24/2016,30,6,,,,,,,,,20,,,3,22
10/26/2016,46,9,,,,,,,,,20,,,3,22
10/28/2016,54,13,6,,,,,,,,20,,,3,22
10/30/2016,55,24,11,3,,,,,,,20,,,3,22
11/1/2016,51,22,16,2,,,,,,,20,,,3,22
11/3/2016,52,12,21,4,,,,,,,20,,,3,22
11/5/2016,40,16,25,3,3,,,,,,20,,,3,22
11/7/2016,29,22,21,6,6,,,,,,20,,,3,22
11/9/2016,33,15,16,9,7,,,,,,20,,,3,22
11/11/2016,32,10,18,7,10,2,,,,,20,,,3,22
11/13/2016,29,10,22,4,11,5,,,,,20,,,3,22
11/15/2016,21,19,15,5,7,10,,,,,20,,,3,22
11/17/2016,10,13,22,7,5,13,,,,,20,,,3,22
11/19/2016,13,9,22,9,5,3,,,,,20,,,3,22
11/21/2016,10,8,22,9,8,10,3,2,,,20,,,3,22
11/23/2016,13,6,22,10,6,9,4,4,,,20,2,"245, 220",3,22
11/25/2016,13,8,15,10,10,8,3,6,1,,20,4,"50, 37, 28, 41",3,22
11/27/2016,9,9,8,11,7,13,3,8,,,20,2,"76, 43",3,22
11/29/2016,16,12,12,5,8,13,,5,3,5,20,,,3,22
12/1/2016,53,7,10,4,7,12,1,5,,,20,1,78,3,22
12/3/2016,103,1,14,5,7,13,2,4,,2,,2,"42, 56",3,22
12/5/2016,89,19,12,3,5,14,7,2,,2,,6,"128, 97, 54, 35, 88, 75",3,22
12/7/2016,40,34,10,3,5,13,3,4,4,1,,5,"58, 94, 41, 227, 88",3,22
12/9/2016,7,30,15,8,2,10,4,3,,2,,2,"57, 43",3,22
12/11/2016,16,12,24,4,7,11,5,3,1,1,,1,35,3,22
12/13/2016,38,4,24,3,8,10,7,2,1,1,,,,3,22
12/15/2016,45,2,23,6,6,6,4,4,4,,,7,"237,45,81,59,27,48,73",3,22
12/17/2016,15,8,17,11,5,8,5,2,,1,,6,"157,94,83,51,38,14",3,22
12/19/2016,9,13,10,13,8,6,5,3,1,,,7,"58,134,179,87,67,55,91",3,22
12/21/2016,1,8,3,16,8,5,6,3,,1,,2,"44,71",3,22
12/23/2016,16,1,8,3,15,8,6,3,,,,3,"125,68,53",3,22
12/25/2016,53,,9,5,6,12,5,2,1,1,,1,49,3,22
12/27/2016,109,32,4,4,2,14,6,1,1,1,,,,3,22
12/29/2016,107,30,12,1,4,13,5,1,2,,,2,"145,128",3,22
12/31/2016,27,31,15,2,4,11,7,2,,,,3,"17,40,57",3,22
1/2/2017,13,46,23,1,5,8,5,2,2,2,,2,"63,33",3,22
1/4/2017,14,30,25,3,3,4,8,3,,1,,5,"24,33,18,27,10",3,22
1/6/2017,21,7,36,9,3,4,8,4,,,,6,"97,155,88,76,83,122",3,22
1/8/2017,39,7,29,6,7,5,6,3,3,1,,6,"49,23,77,61,48,50",3,22
1/10/2017,20,9,25,12,7,4,3,2,3,1,,3,"31,27,54",3,22
1/12/2017,5,12,17,17,3,8,2,1,1,1,,,,3,22
1/14/2017,,5,17,10,7,9,1,3,1,,,,,3,22
1/16/2017,25,3,11,10,13,8,,,,,,,,3,22
1/18/2017,39,11,10,10,7,16,,1,,1,,,,3,22
1/20/2017,11,20,8,10,8,10,,3,,1,,,,3,22
1/22/2017,5,7,12,6,8,15,1,2,,1,,1,167,3,22
1/24/2017,2,5,14,6,6,14,1,1,,1,,2,"45,62",3,22
1/26/2017,1,3,12,3,5,11,4,2,,,,2,"26,33",3,22
1/28/2017,,2,10,1,3,10,3,1,1,1,,2,"29,57",3,22
1/30/2017,,2,5,5,2,9,5,1,,,,4,"37,41,28,34",3,22
2/1/2017,24,2,5,4,3,9,4,1,2,1,,,,3,22
2/3/2017,26,12,5,3,5,7,4,1,1,,,4,"85,33,21,94",3,22
2/5/2017,36,16,2,3,2,5,4,2,1,,,3,"85,127,139",3,22
2/7/2017,35,10,14,2,2,4,2,2,2,1,,2,"27,34",3,22
2/9/2017,16,9,17,3,2,4,2,1,,1,,,,3,22
2/11/2017,18,8,22,3,3,3,,1,2,,,,,3,22
2/13/2017,158,8,19,5,2,3,,2,,,,,,3,22
2/15/2017,93,13,9,6,7,2,,2,,1,,,,3,22
2/17/2017,14,37,12,3,7,3,,1,,1,,,,3,22
2/19/2017,3,36,15,3,7,5,,,,1,,,,3,22
2/21/2017,1,12,26,6,6,3,1,,,,,,,3,22
2/23/2017,1,1,31,5,4,7,1,,,,,,,3,22
2/25/2017,,,22,8,7,6,1,,,,,,,3,22
2/27/2017,,,12,7,9,6,2,,,,,,,3,22
3/1/2017,,,4,9,11,9,2,,,,,,,3,22
3/3/2017,,,3,4,13,10,2,,2,,,,,3,22
3/5/2017,,,,7,5,15,2,,,,,,,3,22
3/7/2017,,,,3,6,13,5,1,,,,,,3,22
3/9/2017,,,,1,4,14,6,1,,,,,,3,22
3/11/2017,,,,,4,13,4,3,2,,,1,237,3,22
3/13/2017,,,,,,11,5,6,1,,,3,"29,84,21",3,22
3/15/2017,,,,,,7,3,8,2,1,,2,"55,49",3,22
3/17/2017,,,,,,6,3,7,,2,,,,3,22
3/19/2017,91,,,,,3,3,7,2,1,,3,"28,39,33",3,22
3/21/2017,103,9,,,,,3,1,1,6,,1,29,3,22
3/23/2017,100,31,16,,,,1,,2,1,,,,3,22
3/25/2017,51,27,21,,,,,,,1,,,,3,22
3/27/2017,24,20,32,,,,,,,,,,,3,22
3/29/2017,12,18,36,2,,,,,,,,,,3,22
3/31/2017,3,8,32,11,,,,,,,,,,3,22
4/2/2017,1,5,18,9,10,,,,,,,,,3,22
4/4/2017,,,13,10,14,,,,,,,,,3,22
4/6/2017,,,6,14,9,3,,,,,,,,3,22
4/8/2017,,,2,7,12,7,,,,,,,,3,22
4/10/2017,,,,5,3,12,,,,,,,,3,22
4/12/2017,,,,1,6,12,,,,,,,,3,22
4/14/2017,,,,,4,13,1,1,,,,,,3,22
4/16/2017,,,,,1,11,4,1,1,,,,,3,22
4/18/2017,,,,,,7,6,2,,,,4,"30,25,16,13",3,22
4/20/2017,,,,,,6,5,2,1,1,,6,"29,148,121,35,22,18",3,22
4/22/2017,,,,,,1,3,2,3,1,,3,"16,13,44",3,22
4/24/2017,,,,,,1,1,1,3,1,,2,"45,77",3,22
4/26/2017,,,,,,,,1,1,,,1,36,3,22
4/28/2017,10,,,,,,,1,,,,,,3,22
4/30/2017,52,,,,,,,,,1,,,,3,22
5/2/2017,124,15,,,,,3,2,1,2,,3,"65,33,88",3,22
5/4/2017,58,22,4,,,,2,1,1,1,,,,3,22
5/6/2017,14,28,21,,,,,,2,1,,1,37,3,22
5/8/2017,,20,28,,,,,,,,,,,3,22
5/10/2017,52,11,35,3,,1,,,,,,,,3,22
5/12/2017,58,2,36,8,,1,,,,,,,,3,22
5/14/2017,27,11,21,15,5,1,,,,,,,,3,22
5/16/2017,5,18,10,14,8,,,,,,,,,3,22
5/18/2017,2,10,10,10,12,3,,,,,,,,3,22
5/20/2017,3,4,11,9,11,6,,,,,,,,3,22
5/22/2017,,,9,8,4,16,,,,,,,,3,22
5/24/2017,,,4,8,4,17,,,,,,,,3,22
5/26/2017,,,3,4,6,15,1,2,,,,,,3,22
5/28/2017,,,2,4,6,10,5,4,,,,1,63,3,22
5/30/2017,,,2,3,2,10,6,5,,2,,3,"95,136,51",3,22
6/1/2017,,,,2,2,9,5,3,3,2,,3,"22,85,139",3,22
6/3/2017,,,,,4,9,1,,3,4,,2,"13,52",3,22
6/5/2017,,,,,,2,7,4,,,,,,3,22
6/7/2017,97,,,,2,,4,1,1,,,,,3,22
6/9/2017,146,25,,,,3,5,2,,,,,,3,22
6/11/2017,47,68,12,,,3,1,,4,2,,3,"128,143,17",3,22
6/13/2017,4,48,32,,,1,1,1,1,,,1,44,3,22
6/15/2017,,15,44,,,,2,,,1,,,,3,22
6/17/2017,,6,41,7,,,1,,1,,,,,3,22
6/19/2017,45,2,22,11,3,,1,,,,,,,3,22
6/21/2017,26,1,16,10,11,,1,,,,,,,3,22
6/23/2017,13,8,6,12,12,3,,,1,,,,,3,22
6/25/2017,6,10,5,13,9,6,,,,,,,,3,22
6/27/2017,1,12,4,7,9,13,,,,,,,,3,22
6/29/2017,1,,11,3,8,15,,,,,,,,3,22
7/1/2017,1,,8,2,7,18,,,,,,,,3,22
7/3/2017,,,,7,,17,,4,,,,,,3,22
7/5/2017,,,,3,3,11,3,5,,,,1,45,3,22
7/7/2017,,,,1,5,6,3,8,,1,,5,"19,27,78,63,84",3,22
7/9/2017,,,,,,5,3,1,1,7,,,,3,22
7/11/2017,,,,,,5,3,,,1,,,,3,22
7/13/2017,128,,,,,3,2,,1,,,,,3,22
7/15/2017,118,2,,,,2,1,1,1,,,,,3,22
7/17/2017,45,54,1,,,1,,2,1,,,,,3,22
7/19/2017,7,45,24,1,,1,,2,,,,,,3,22
7/21/2017,,17,38,1,,,,1,,1,,,,3,22
7/23/2017,,8,32,6,1,,,,,1,,,,3,22
7/25/2017,,7,32,6,1,,,,,,,,,3,22
7/27/2017,,2,29,11,4,,,,,,,,,3,22
7/29/2017,,,14,14,10,,,,,,,,,3,22
7/31/2017,,,12,13,10,,,,,,,,,3,22
8/2/2017,,,9,7,14,4,,,,,,,,3,22
8/4/2017,,,3,8,8,13,,,,,,,,3,22
8/6/2017,,,,7,3,20,,,,,,,,3,22
8/8/2017,,,,4,5,21,,,,,,,,3,22
8/10/2017,,,,2,6,17,,4,,,,,,3,22
8/12/2017,,,,1,2,16,2,9,,,,,,3,22
8/14/2017,,,,,1,8,5,13,1,1,,2,"92,74",3,22
8/16/2017,,,,,,8,5,13,,1,,6,"104,96,54,21,60,48",3,22
8/18/2017,,,,,,7,1,9,4,5,,1,44,3,22
8/20/2017,30,,,,,2,3,2,1,9,,1,22,3,22
8/22/2017,276,,,,,2,1,2,2,,,,,3,22
8/24/2017,216,17,,,,2,1,,,2,,,,3,22
8/26/2017,35,32,19,,,1,1,,,,,,,3,22
8/28/2017,19,91,22,,,1,1,,,,,,,3,22
8/30/2017,1,47,45,,,1,1,,,,,,,3,22
9/1/2017,,33,46,1,,,,,1,,,,,3,22
9/3/2017,,3,61,7,1,,,,,,,,,3,22
9/5/2017,,,39,12,6,,,,,,,,,3,22
9/7/2017,,,35,17,7,,,,,,,,,3,22
9/9/2017,,,6,17,24,6,,,,,,,,3,22
9/11/2017,,,10,16,17,8,,,,,,,,3,22
9/13/2017,,,8,15,10,15,,,,,,,,3,22
9/15/2017,,,5,7,10,25,,,,,,,,3,22
9/17/2017,,,,1,9,31,3,,,,,,,3,22
9/19/2017,,,,1,7,26,6,3,,,,,,3,22
9/21/2017,,,,,3,22,10,5,,1,,2,"27,33",3,22
9/23/2017,,,,,,14,8,8,5,2,,1,67,3,22
9/25/2017,,,,,,9,5,6,5,5,,3,"104,186,72",3,22
9/27/2017,,,,,,6,5,4,2,2,,6,"78,41,22,32,37,49",3,22
9/29/2017,21,,,,,4,4,3,2,1,,,,3,22
10/1/2017,23,,,,,1,3,1,2,2,,2,"12,20",3,22
10/3/2017,25,,,,,1,3,,,1,,,,3,22
10/5/2017,127,16,,,,,2,,1,,,,,3,22
10/7/2017,60,4,9,,,,1,,,,,,,3,22
10/9/2017,43,16,11,,,,,,2,,,,,3,22
10/11/2017,10,32,13,,,,,,,,,,,3,22
10/13/2017,1,10,30,4,,,,,,,,,,3,22
10/15/2017,,,31,3,5,,,,,,,,,3,22
10/17/2017,,,27,4,8,,,,,,,,,3,22
10/19/2017,,,10,13,7,3,,,,,,,,3,22
10/21/2017,,,6,5,13,6,,,,,,,,3,22
10/23/2017,,,2,3,15,8,,,,,,,,3,22
10/25/2017,,,,1,5,17,1,1,,,,,,3,22
10/27/2017,,,,,2,16,3,2,,,,,,3,22
10/29/2017,,,,,1,15,3,1,,1,,4,"88,36,29,17",3,22
10/31/2017,,,,,,11,2,1,2,,,3,"32,13,9",3,22
11/2/2017,,,,,,3,6,4,,1,,,,3,22
11/4/2017,,,,,,,7,3,1,1,,5,"47,126,48,92,70",3,22
11/6/2017,,,,,,,7,3,1,,,2,"18,149",3,22
11/8/2017,46,,,,,,4,2,3,1,,4,"87,43,39,17",3,22
11/10/2017,24,4,,,,,3,1,1,1,,,,3,22
11/12/2017,241,24,,,,,,,3,1,,,,3,22
11/14/2017,123,18,5,,,,,,,,,,,3,22
11/16/2017,108,23,18,,,,,,,,,,,3,22
11/18/2017,25,45,12,1,,,,,,,,,,3,22
11/20/2017,3,32,21,7,,,,,,,,,,3,22
11/22/2017,1,15,36,7,1,,,,,,,,,3,22
11/24/2017,1,2,37,6,5,1,,,,,,,,3,22
11/26/2017,,1,25,10,5,1,,,,,,,,3,22
11/28/2017,,,16,11,9,3,,,,,,,,3,22
11/30/2017,,,9,14,5,7,,,,,,,,3,22
12/2/2017,,,4,9,11,11,,,,,,,,3,22
12/4/2017,,,2,7,9,13,,1,,,,,,3,22
12/6/2017,,,,4,6,17,,1,,,,,,3,22
12/8/2017,,,,4,2,15,2,2,,,,,,3,22
12/10/2017,,,,2,4,11,4,4,,,,,,3,22
12/12/2017,,,,3,,33,3,3,1,1,,3,"20,74,106",3,22
12/14/2017,,,,1,2,8,5,4,,,,3,"13,18,16",3,22
12/16/2017,,,,1,2,2,5,1,2,3,,,,3,22
12/18/2017,,,,1,1,2,3,,3,1,,,,3,22
12/20/2017,29,,,,1,1,3,,,1,,,,3,22
12/22/2017,45,,,,,1,2,,1,,,,,3,22
12/24/2017,16,26,,,,1,,,2,,,,,3,22
12/26/2017,,26,11,,,1,,,,,,,,3,22
12/28/2017,,2,29,,,1,,,,,,,,3,22
12/30/2017,,,31,,,,1,,,,,,,3,22
1/1/2018,,,24,3,,,1,,,,,,,3,22
1/3/2018,,,10,10,1,,,,1,,,,,3,22
1/5/2018,,,2,11,3,,,,,,,,,3,22
1/7/2018,,,1,4,9,3,,,,,,,,3,22
1/9/2018,,,,3,8,4,,,,,,,,3,22
1/11/2018,,,,3,,10,,,,,,,,3,22
1/13/2018,,,,1,2,10,,,,,,,,3,22
1/15/2018,,,,1,1,9,1,,,,,,,3,22
1/17/2018,,,,,1,7,2,2,,,,,,3,22
1/19/2018,,,,,,2,4,3,1,1,,3,"38,42,21",3,22
1/21/2018,,,,,,1,3,2,1,1,,,,3,22
1/23/2018,,,,,,1,2,2,1,,,2,"37,28",3,22
3/18/2016,20,,,,,,,,,,20,,,1,24
3/20/2016,40,,,,,,,,,,20,,,1,24
3/22/2016,20,12,,,,,,,,,20,,,1,24
3/24/2016,20,10,8,,,,,,,,20,,,1,24
3/26/2016,67,11,8,6,,,,,,,20,,,1,24
3/28/2016,55,7,15,6,,,,,,,20,,,1,24
3/30/2016,76,11,7,8,5,,,,,,20,,,1,24
4/1/2016,84,14,6,4,8,1,,,,,20,,,1,24
4/3/2016,53,31,12,5,5,6,,,,,20,,,1,24
4/5/2016,63,35,13,2,6,8,,,,,20,,,1,24
4/7/2016,63,22,15,9,2,11,,,,,20,,,1,24
4/9/2016,70,28,19,8,2,11,1,1,,,20,,,1,24
4/11/2016,70,27,28,5,6,8,3,1,,,20,1,233,1,24
4/13/2016,66,34,14,5,4,9,5,2,,,20,2,"156, 68",1,24
4/15/2016,71,18,26,5,7,8,6,3,1,1,20,4,"28, 41, 103, 115",1,24
4/17/2016,79,16,25,9,7,8,5,3,1,1,20,1,45,1,24
4/19/2016,90,20,18,10,7,8,3,5,3,,20,1,54,1,24
4/21/2016,88,18,31,5,11,9,3,3,3,2,20,3,"43, 66, 88",1,24
4/23/2016,94,44,27,5,11,10,3,2,1,2,20,3,"81, 93, 62",1,24
4/25/2016,90,23,39,4,7,13,2,2,2,1,20,1,57,1,24
4/27/2016,88,14,49,7,9,11,1,2,1,,20,,,1,24
4/29/2016,90,30,42,6,11,10,2,4,,,20,,,1,24
5/1/2016,85,31,37,9,8,9,4,3,,,,1,77,1,24
5/3/2016,78,28,32,18,7,12,6,2,1,2,,4,"58, 83, 62, 77",1,24
5/5/2016,61,19,32,14,15,14,4,2,2,,,6,"90, 58, 61, 46, 66, 53",1,24
5/7/2016,55,21,33,15,9,21,4,2,2,,,2,"47, 83",1,24
5/9/2016,139,13,31,12,6,27,4,2,1,,,,,1,24
5/11/2016,135,12,33,11,7,22,5,6,1,,,4,"152, 71, 45, 57",1,24
5/13/2016,82,36,27,5,9,22,3,5,3,2,,3,"142, 158, 63",1,24
5/15/2016,68,18,41,6,11,19,5,6,,,,2,"43, 65",1,24
5/17/2016,46,33,46,9,7,15,4,8,4,3,,5,"40, 37, 114, 92, 75",1,24
5/19/2016,20,16,54,8,3,14,4,6,2,3,,3,"56, 74, 215",1,24
5/21/2016,3,7,49,7,4,15,4,6,,2,,4,"167, 82, 41, 53",1,24
5/23/2016,7,5,36,14,5,17,2,3,3,4,,9,"85, 97, 26, 71, 88, 63, 74, 29, 75",1,24
5/25/2016,38,2,23,18,7,16,4,3,,1,,1,47,1,24
5/27/2016,15,14,10,19,15,14,7,2,1,1,,2,"43, 115",1,24
5/29/2016,5,16,8,11,18,16,6,3,1,1,,,,1,24
5/31/2016,,7,14,2,11,23,4,2,1,4,,2,"47, 203",1,24
6/2/2016,,,15,4,4,26,2,1,4,2,,2,"63, 75",1,24
6/4/2016,15,,15,1,3,27,3,3,1,,,4,"37, 96, 51, 73",1,24
6/6/2016,2,11,6,8,1,10,9,6,2,1,,2,"211, 98",1,24
6/8/2016,,11,2,6,5,9,5,4,6,3,,7,"64, 129, 68, 51, 137, 88, 109",1,24
6/10/2016,203,,10,5,3,9,5,,2,3,,4,"97, 68, 88, 111",1,24
6/12/2016,172,58,13,3,,13,4,,2,,,,,1,24
6/14/2016,122,60,15,4,3,11,4,,1,,,,,1,24
6/16/2016,112,57,22,3,3,9,2,1,3,,,,,1,24
6/18/2016,64,42,46,2,4,6,3,3,,,,,,1,24
6/20/2016,3,58,69,5,2,3,3,4,1,2,,5,"187, 195, 98, 76, 82",1,24
6/22/2016,,24,67,11,4,4,1,3,2,1,,2,"80, 74",1,24
6/24/2016,,8,61,16,6,4,,2,1,1,,,,1,24
6/26/2016,62,,49,20,10,5,,1,,2,,,,1,24
6/28/2016,31,,37,15,18,6,1,1,,,,,,1,24
6/30/2016,21,5,28,12,10,12,1,1,,,,,,1,24
7/2/2016,3,15,13,20,10,13,1,,,1,,1,67,1,24
7/4/2016,,9,7,18,9,19,,,,,,,,1,24
7/6/2016,,2,7,7,17,13,2,1,,,,,,1,24
7/8/2016,,,6,6,3,19,2,1,3,1,,1,40,1,24
7/10/2016,,,4,3,3,16,3,,1,1,,,,1,24
7/12/2016,,,1,3,3,15,1,,2,,,,,1,24
7/14/2016,,,,3,3,12,2,2,,1,,,,1,24
7/16/2016,,,,1,2,4,3,6,2,,,,,1,24
7/18/2016,,,,,1,3,2,3,2,3,,,,1,24
7/20/2016,,,,,,3,3,1,,2,,,,1,24
7/22/2016,,,,,,2,3,,1,1,,,,1,24
7/24/2016,,,,,,1,2,,1,1,,,,1,24
7/26/2016,,,,,,,2,1,,,,,,1,24
7/28/2016,,,,,,,2,1,,,,,,1,24
7/30/2016,,,,,,,2,,,1,,1,53,1,24
8/1/2016,17,,,,,,1,,1,,,,,1,24
8/3/2016,4,19,,,,,,,1,,,,,1,24
8/5/2016,15,21,4,,,,,,,,,,,1,24
8/7/2016,6,13,21,,,,,,,,,,,1,24
8/9/2016,3,9,24,2,,,,,,,,,,1,24
8/11/2016,,3,11,19,,,,,,,,,,1,24
8/13/2016,,,10,10,7,,,,,,,,,1,24
8/15/2016,,,7,8,10,3,,,,,,,,1,24
8/17/2016,,,3,5,2,14,,,,,,,,1,24
8/19/2016,,,,5,5,14,,,,,,,,1,24
8/21/2016,,,,3,1,15,,1,,,,,,1,24
8/23/2016,,,,,2,6,3,3,,,,,,1,24
8/25/2016,,,,,,6,3,3,,1,,,,1,24
8/27/2016,,,,,,4,4,2,1,1,,,,1,24
8/29/2016,,,,,,4,1,,3,2,,,,1,24
8/31/2016,,,,,,,2,2,,,,,,1,24
9/2/2016,,,,,,,1,2,1,,,1,46,1,24
9/4/2016,,,,,,,1,1,,1,,,,1,24
9/6/2016,,,,,,,,,1,1,,,,1,24
9/8/2016,1,,,,,,,,,,,,,1,24
9/10/2016,1,,,,,,,,,,,,,1,24
9/12/2016,1,,,,,,,,,,,,,1,24
9/14/2016,,1,,,,,,,,,,,,1,24
9/16/2016,,1,,,,,,,,,,,,1,24
9/18/2016,,,1,,,,,,,,,,,1,24
9/20/2016,,,1,,,,,,,,,,,1,24
9/22/2016,,,,1,,,,,,,,,,1,24
9/24/2016,,,,1,,,,,,,,,,1,24
9/26/2016,,,,,1,,,,,,,,,1,24
9/28/2016,,,,,,1,,,,,,,,1,24
9/30/2016,,,,,,1,,,,,,,,1,24
10/2/2016,,,,,,1,,,,,,,,1,24
10/4/2016,,,,,,1,,,,,,,,1,24
10/6/2016,,,,,,1,,,,,,,,1,24
10/8/2016,,,,,,1,,,,,,,,1,24
10/10/2016,,,,,,1,,,,,,,,1,24
10/12/2016,,,,,,1,,,,,,,,1,24
10/14/2016,,,,,,,,,,,,,,1,24
5/19/2016,20,,,,,,,,,,20,,,2,24
5/21/2016,20,,,,,,,,,,20,,,2,24
5/23/2016,21,15,,,,,,,,,20,,,2,24
5/25/2016,15,24,,,,,,,,,20,,,2,24
5/27/2016,7,16,20,,,,,,,,20,,,2,24
5/29/2016,7,20,21,,,,,,,,20,,,2,24
5/31/2016,11,6,24,5,2,,,,,,20,,,2,24
6/2/2016,8,4,13,9,5,,,,,,20,,,2,24
6/4/2016,13,3,11,9,6,3,,,,,20,,,2,24
6/6/2016,10,5,11,8,5,7,,,,,20,,,2,24
6/8/2016,25,7,12,5,6,11,,,,,20,,,2,24
6/10/2016,20,16,12,5,3,16,,,,,20,,,2,24
6/12/2016,5,34,16,3,2,13,1,3,,,20,,,2,24
6/14/2016,5,25,18,4,4,9,3,6,,,20,,,2,24
6/16/2016,17,6,29,4,2,10,3,5,1,1,20,3,"71, 63, 144",2,24
6/18/2016,15,16,28,7,2,3,2,4,3,3,20,4,"45, 118, 176, 103",2,24
6/20/2016,13,20,26,6,4,3,,2,2,2,20,1,63,2,24
6/22/2016,24,16,25,6,3,5,1,,,2,20,,,2,24
6/24/2016,8,19,14,8,7,5,1,1,,,20,,,2,24
6/26/2016,2,8,20,4,11,7,,,1,1,20,,,2,24
6/28/2016,12,8,17,6,4,13,1,,,,20,,,2,24
6/30/2016,17,9,21,1,2,18,1,1,1,,20,,,2,24
7/2/2016,15,17,24,8,2,17,1,2,,,20,1,75,2,24
7/4/2016,12,14,14,9,4,14,3,2,1,1,,1,84,2,24
7/6/2016,2,14,10,7,4,5,4,5,1,1,,2,"225, 130",2,24
7/8/2016,20,9,12,6,3,7,2,5,3,1,,3,"37, 54, 66",2,24
7/10/2016,41,2,12,6,3,10,2,2,1,3,,3,"97, 144, 86",2,24
7/12/2016,80,4,8,2,6,11,2,,1,2,,3,"21, 72, 46",2,24
7/14/2016,154,15,7,4,5,10,3,1,1,,,,,2,24
7/16/2016,103,26,8,7,3,8,4,2,1,,,1,126,2,24
7/18/2016,80,52,14,4,3,7,4,1,3,1,,3,"43, 150, 137",2,24
7/20/2016,32,39,15,3,4,6,2,,2,1,,3,"163, 79, 88",2,24
7/22/2016,8,50,21,1,5,7,2,1,1,,,,,2,24
7/24/2016,43,19,40,5,2,5,,,2,2,,2,"40, 78",2,24
7/26/2016,19,14,31,7,1,8,,,,,,,,2,24
7/28/2016,38,6,25,11,4,7,1,,,,,,,2,24
7/30/2016,7,19,14,13,5,5,3,1,1,,,,,2,24
8/1/2016,,15,4,13,9,9,3,1,,,,1,174,2,24
8/3/2016,,13,5,11,4,11,3,2,,,,1,37,2,24
8/5/2016,,3,7,4,7,15,,,3,2,,,,2,24
8/7/2016,,,8,5,2,13,1,1,,,,,,2,24
8/9/2016,,,1,6,3,10,3,2,,,,2,"108, 164",2,24
8/11/2016,2,,,3,6,9,1,1,3,2,,,,2,24
8/13/2016,2,,,1,3,7,,4,1,1,,3,"28, 34, 45",2,24
8/15/2016,1,1,,1,1,8,1,3,,1,,1,47,2,24
8/17/2016,67,1,,1,,5,,4,1,,,,,2,24
8/19/2016,40,20,,1,,5,,1,1,3,,,,2,24
8/21/2016,7,44,,,,2,1,2,,1,,,,2,24
8/23/2016,,7,33,,,,,2,1,1,,,,2,24
8/25/2016,1,3,32,,,,,2,,,,,,2,24
8/27/2016,,,18,11,2,,,1,,1,,,,2,24
8/29/2016,,,10,10,10,3,,1,,,,,,2,24
8/31/2016,,,8,7,9,5,,,,1,,,,2,24
9/2/2016,,,4,6,8,9,,,,,,,,2,24
9/4/2016,,,1,5,4,13,,,,,,,,2,24
9/6/2016,,,1,,3,19,1,,,,,,,2,24
9/8/2016,,,,,3,14,3,2,,,,,,2,24
9/10/2016,,,,,,11,7,1,1,1,,,,2,24
9/12/2016,,,,,,5,7,2,2,1,,,,2,24
9/14/2016,,,,,,4,4,2,4,1,,3,"146, 58, 73",2,24
9/16/2016,,,,,,1,4,2,3,,,,,2,24
9/18/2016,,,,,,1,2,1,2,1,,2,"44, 95",2,24
9/20/2016,,,,,,1,,1,2,,,,,2,24
9/22/2016,34,,,,,,,,,1,,,,2,24
9/24/2016,36,2,,,,,,,,,,,,2,24
9/26/2016,61,22,3,,,,,,,,,,,2,24
9/28/2016,23,31,15,,,,,,,,,,,2,24
9/30/2016,8,18,33,,,,,,,,,,,2,24
10/2/2016,,6,30,2,,,,,,,,,,2,24
10/4/2016,,,24,5,2,,,,,,,,,2,24
10/6/2016,,,11,15,2,,,,,,,,,2,24
10/8/2016,,,11,9,6,,,,,,,,,2,24
10/10/2016,,,4,9,9,1,,,,,,,,2,24
10/12/2016,,,1,5,7,7,,,,,,,,2,24
10/14/2016,,,,5,4,11,,,,,,,,2,24
10/16/2016,,,,,4,13,,,,,,,,2,24
10/18/2016,,,,,1,9,3,1,,,,,,2,24
10/20/2016,,,,,,7,4,3,,,,,,2,24
10/22/2016,,,,,,3,6,7,,,,2,"57, 88",2,24
10/24/2016,,,,,,2,5,3,1,4,,6,"43, 38, 56, 71, 66, 47",2,24
10/26/2016,,,,,,,3,1,3,3,,3,"48, 53, 86",2,24
10/28/2016,,,,,,,3,1,,,,,,2,24
10/30/2016,60,,,,,,,,3,1,,1,70,2,24
11/1/2016,59,4,,,,,,,,,,,,2,24
11/3/2016,19,32,2,,,,,,,,,,,2,24
11/5/2016,,9,29,,,,,,,,,,,2,24
11/7/2016,,4,32,2,,,,,,,,,,2,24
11/9/2016,,,2,3,27,,,,,,,,,2,24
11/11/2016,,,10,14,5,,,,,,,,,2,24
11/13/2016,,,6,11,10,1,,,,,,,,2,24
11/15/2016,,,3,7,12,5,,,,,,,,2,24
